Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Inishbofin Heritage Museum & Gift Shop,https://www.facebook.com/InishbofinHeritageMuseum,3.5388E+11,-10.206749,53.613395,Galway,Inishbofin,Ireland,Museums and Attraction
Inishbofin Island -Galway,http://www.inishbofin.com,+353(0)9545895,-10.212838,53.614235,Galway,Inishbofin Island,Republic of Ireland,"Island,Offshore Island"
Inishbofin Island (Inis B? Finne),http://www.donegalislands.com,+353(0)749135635,-8.170623921,55.1678058,Donegal,,Ireland,"Beach,Bird Watching,Nature and Wildlife,Island,Offshore Island,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Natural Landscape,Walking"
Inishcrone Pier (Enniscrone Pier),,,-9.096038,54.220128,Sligo,Enniscrone,Ireland,Discovery Point
Inishfree Island - Inis Fraoigh,,,-8.372588207,55.05274841,Donegal,Burtonport,Republic of Ireland,"Island,Offshore Island"
Inishmurray Island,,,-8.661407319,54.43244977,Sligo,Inishmurray,Republic of Ireland,"Island,Offshore Island"
Inishowen Head,,,-6.9291383,55.226881,Donegal,,Ireland,Discovery Point
Inishowen Maritime Museum & New Full Dome Planetarium,http://www.inishowenmaritime.com,3.53749E+11,-6.9853301,55.2034315,Donegal,Greencastle,Ireland,Museums and Attraction
Inishturk,,,-10.11634427,53.70244173,Mayo,,Ireland,Discovery Point
Inishturk Island,http://www.inishturkisland.com,+353(0)9845778,-10.11634427,53.70244173,Galway,Inishturk,Republic of Ireland,"Island,Offshore Island"
Inis Me?in (Inishmaan) Seaport,,,-9.58965917,53.08469456,Galway,Aran Islands,Ireland,Discovery Point
Inis M?r (Inishmore) Seaport,http://www.aranislands.ie/,,-9.719242279,53.13713245,Galway,Aran Islands,Ireland,Discovery Point
Inis O?rr (Inisheer) Seaport,,,-9.529072668,53.05716203,Galway,Aran Islands,Ireland,Discovery Point
Innisfallen Island,,+353(0)646631633,-9.565031453,52.04540094,Kerry,Killarney,Republic of Ireland,"Island,Offshore Island"
International House Dublin,http://www.ihdublin.com,+353(0)16355850,-6.265528,53.334732,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Museums and Attraction"
International Language Services,http://www.moyleparkelc.com/,+353(0)14675000,-6.397351,53.320279,Dublin,Clondalkin,Republic of Ireland,"Learning,Museums and Attraction"
Ionad an Bhlascaoid Mh?ir,,,-10.4618,52.133076,Kerry,Dingle Peninsula,Ireland,Discovery Point
Ionad an Bhlascaoid Mh?ir - The Blasket Centre,http://blasket.ie,3.53669E+11,-10.4626825,52.1325179,Kerry,Dunquin,Ireland,Museums and Attraction
Ionad Cois Locha,http://www.dunleweycentre.com,3.5375E+11,-8.1476412,55.025326,Donegal,Letterkenny,Ireland,Museums and Attraction
Ionad Cult?rtha an Phiarsaigh Conamara - Pearse Cottage Cultural Centre,http://facebook.com/ionadculturthaanphiarsaigh,35391574292,-9.6152746,53.3419323,Galway,,Ireland,Museums and Attraction
Ionad Deirbhile Heritage Centre,http://ionaddeirbhile.ie,3539785727,-10.100855,54.120778,Mayo,Blacksod,Ireland,Museums and Attraction
IOSAS Centre,http://www.columbacommunity.com,3.53749E+11,-7.328656,55.054329,Donegal,Muff,Republic of Ireland,Museums and Attraction
Ireland Connections,http://irelandconnections.com,3.53894E+11,-8.961621356,54.2862556,Sligo,Easkey,Ireland,"Learning,Museums and Attraction"
Ireland Painting Holidays,https://www.cottages-ireland.com/painting,3.5342E+11,-6.24193,53.690585,Meath,Laytown,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Ireland's Eye,,,-6.26098,53.343599,Dublin,,Republic of Ireland,"Island,Offshore Island"
Ireland West Bog Experience,https://irelandwestfarmstay.com/irish-farm-tour,3.53861E+11,-8.6978465,53.9599346,Mayo,Charlestown,Ireland,"Learning,Museums and Attraction"
Ireland Writing Retreat Donegal,https://www.irelandwritingretreat.com,3.53833E+11,-8.232854867,55.05149629,Donegal,Gweedore,Ireland,"Learning,Museums and Attraction"
Irish Agricultural Museum at Johnstown Castle,http://www.irishheritagetrust.ie/our-properties/irish-agricultural-museum,3.53539E+11,-6.5035972,52.2921747,Wexford,Johnstown,Ireland,Museums and Attraction
Irish Angling Guide,http://www.irishanglingguide.ie,3.5388E+11,-9.283304385,52.57062736,Limerick,Glin,Republic of Ireland,"Learning,Museums and Attraction"
Irish Angling Safaris,https://fishinginireland.info/guides/westmeath,3.53449E+11,-7.285431,53.614807,Westmeath,Crookedwood,Republic of Ireland,"Learning,Museums and Attraction"
Irish College of English,http://www.iceireland.com,+353(0)18453744,-6.153319,53.450155,Dublin,Malahide,Republic of Ireland,"Learning,Museums and Attraction"
Irish Dance at the Thatched Cottage,https://www.anetadortovadance.com,3.53895E+11,-9.0576924,53.2664517,Galway,,Ireland,"Activity Operator,Traditionally Irish,Learning,Museums and Attraction"
Irish Design Shop,http://www.irishdesignshop.com,+353(0)16798871,-6.262937094,53.34281887,Dublin,,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Irish Film Institute,http://ifi.ie/archive,+353(0)16793477,-6.264943,53.344624,Dublin,,Republic of Ireland,Museums and Attraction
Irish Georgian Society,http://www.igs.ie,+353(0)16798675,-6.250557,53.338964,Dublin,,Republic of Ireland,"Historic Houses and Castle,Castle"
Irish Harp Centre & Music School,http://www.irishharpcentre.com,35361372777,-8.506071,52.711377,Limerick,Castleconnell,Republic of Ireland,"Learning,Museums and Attraction"
Irish Jewellery Courses,http://www.cormaccuffe.com,+353(0)876642598,-6.166432,53.295274,Dublin,Monkstown,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Irish Jewish Museum,http://www.jewishmuseum.ie/,+353(0)14531797,-6.269414,53.330748,Dublin,South Circular Road,Republic of Ireland,Museums and Attraction
Irish Language Courses,http://www.cnag.ie,+353(0)14757401,-6.263192,53.337138,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Museums and Attraction"
Irish Military War Museum,https://www.irishmilitarywarmuseum.com,3.53864E+11,-6.4805828,53.7625397,Meath,Collon,Ireland,Museums and Attraction
Irish Museum of Modern Art (IMMA),http://www.imma.ie,+353(0)16129900,-6.29972,53.343309,Dublin,Kilmainham,Republic of Ireland,Museums and Attraction
Irish National Heritage Park,http://www.irishheritage.ie,3.53539E+11,-6.5170514,52.3481475,Wexford,Ferrycarrig,Ireland,Museums and Attraction
Irish Palatine Heritage Museum,http://www.irishpalatines.org,3536963511,-8.9442707,52.525501,Limerick,Rathkeale,Ireland,Museums and Attraction
Irish Rugby Institute,http://rugbyinstitute.com/,+353(0)872363482,-6.0681026,53.3873923,Dublin,Howth,Ireland,"Learning,Museums and Attraction"
Irish School Of Landscape Painting - Clifden,http://www.irishschooloflandscapepainting.com,35340442884,-10.02997524,53.46131034,Galway,Ballinaboy,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Irish School Of Landscape Painting Wicklow,http://www.irishschooloflandscapepainting.com,35340442884,-6.125304,53.016423,Wicklow,Ashford,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Irish Theatre Summer School,http://www.gaietyschool.com,+353(0)16799277,-6.26073,53.3464,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Museums and Attraction"
IrishWaterColours - Anne Osborne,https://www.discoverireland.ie/Arts-Culture-Heritage/irishwatercolours-anne-osborne/14543,3.53719E+11,-8.600184,54.2715044,Sligo,,Ireland,"Craft,Shopping,Art Gallery"
Irish Whiskey Museum,http://www.irishwhiskeymuseum.ie,+353(0)15250970,-6.259589373,53.34424924,Dublin,,Republic of Ireland,Museums and Attraction
Irish Working Sheepdogs,http://www.irishworkingsheepdogs.com/,3.53878E+11,-6.3273762,53.0115036,Wicklow,,Ireland,Visitor Farm
Irish World Academy of Music and Dance,http://www.irishworldacademy.ie/events,35361202590,-8.5696953,52.678062,,,Ireland,"Learning,Museums and Attraction"
Isaac Butt,,,-6.253322,53.34998,Dublin,,Republic of Ireland,Public Sculpture
Isaac Butt Heritage Centre,https://www.facebook.com/isaacbuttheritagecommittee,3.53749E+11,-7.9324749,54.8384012,Donegal,,Ireland,Museums and Attraction
ISI - Ireland International Study Institute,http://www.studyinireland.ie,+353(0)18727888,-6.269322,53.347634,Dublin,,Republic of Ireland,"Learning,Museums and Attraction"
Island Cottage Cookery School,http://www.islandcottage.com,3532838102,-9.438856312,51.49624242,Cork,Heir Island,Republic of Ireland,"Cooking,Cookery,Learning,Museums and Attraction"
Island Roy - Oile?n Ruaidh,http://www.donegalislands.com,+353(0)749121160,-7.790264831,55.18838938,Donegal,,Republic of Ireland,"Island,Offshore Island"
Islands View,,,-9.9892062,53.606991,Galway,Renvyle,Ireland,Discovery Point
It Must Be Dingle Gallery,http://www.itmustbedingle.com/,3.53669E+11,-10.4292799,52.1762485,Kerry,Ballyferriter,Ireland,"Craft,Shopping,Art Gallery"
IUNVA Post 19,https://www.facebook.com/Danieltolandpost19,3.53873E+11,-7.731853492,54.95740387,Donegal,Letterkenny,Ireland,Public Sculpture
Iveagh Gardens,http://www.heritageireland.ie/en/dublin/theiveaghgardens/,+353(0)14757816,-6.260770423,53.33553161,Dublin,,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
James Clarence Mangan,http://www.visitdublin.com,+353(0)16057700,-6.259664,53.338458,Dublin,,Republic of Ireland,Public Sculpture
James Connolly,http://www.talkingstatuesdublin.ie/,,-6.254645628,53.34874522,Dublin,,Ireland,Public Sculpture
James Fort Kinsale,http://www.heritageireland.ie/en/en/south-west/charlesfort,3.53215E+11,-8.5120806,51.6986056,Cork,,Ireland,"Historic Houses and Castle,Castle"
James Joyce,http://www.talkingstatuesdublin.ie/,+353(0)16057700,-6.259782198,53.3499184,Dublin,,Republic of Ireland,Public Sculpture
James Joyce House of the Dead,http://www.jamesjoycehouse.ie,,-6.282819,53.34629,Dublin,Dublin City Centre,Republic of Ireland,"Historic Houses and Castle,Castle"
James Joyce Museum,,+353(0)12809265,-6.113658,53.288634,Dublin,Sandycove,Republic of Ireland,Museums and Attraction
James Larkin,http://www.talkingstatuesdublin.ie/,,-6.259937704,53.34907981,Dublin,Dublin City,Republic of Ireland,Public Sculpture
James Mitchell Museum,https://www.nuigalway.ie/visitorsgeologymuseum,35391492126,-9.060126,53.278255,Galway,,Republic of Ireland,Museums and Attraction
Jameson Distillery Bow St.,http://www.jamesonwhiskey.com,+353(0)18072355,-6.277353384,53.34837717,Dublin,,Republic of Ireland,Museums and Attraction
Jameson Distillery Midleton,http://www.jamesonwhiskey.com,3.53215E+11,-8.1691816,51.9132635,Cork,Midleton,Ireland,"Cafe,Food and Drink,Craft,Shopping,Historic Houses and Castle,Museums and Attraction,Learning"
Jane Hilliard Gallery,http://www.janehilliard.com/,3.53087E+12,-9.7074495,52.2701681,Kerry,Tralee,Ireland,"Craft,Shopping,Art Gallery"
Jenni White Designs,http://www.jenniwhite.ie/courses.php,3.53239E+11,-8.753363,51.718399,Cork,Bandon,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Jeremiah O'Donovan Rossa,http://www.visitdublin.com,+353(0)16057700,-6.259703,53.338446,Dublin,,Republic of Ireland,Public Sculpture
Jerpoint Abbey,http://www.heritageireland.ie/en/south-east/jerpointabbey,3.53568E+11,-7.1575182,52.5108422,Kilkenny,Thomastown,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Jerpoint Glass Studio,http://www.jerpointglass.com,3.53568E+11,-7.1967314,52.5185184,Kilkenny,Glenmore,Ireland,"Craft,Shopping,Food Shops,Shopping Centres and Department Store,Learning,Museums and Attraction"
Jewellery Making with Victoria Foutz,http://www.victoriafoutz.com,3539835967,-9.520183187,53.8011169,Mayo,Westport,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Joan Clancy Art Gallery,https://www.joanclancygallery.com/,3535846205,-7.597627767,52.05715185,Waterford,Ring,Republic of Ireland,"Craft,Shopping,Art Gallery"
John Dooley PGA,http://www.johndooleypga.ie,3.53212E+11,-8.386656,51.930062,Cork,Riverstown,Ireland,"Golf,Learning,Museums and Attraction"
John Hurley Gallery,http://hurleyscapes.com/,3.53873E+11,-9.705462,52.2690129,Kerry,Tralee,Ireland,"Craft,Shopping,Art Gallery"
Johnstown Castle Estate,http://www.johnstowncastle.ie,3.53539E+11,-6.5035972,52.2921747,Wexford,Johnstown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Johnstown Garden Centre,http://www.johnstowngardencentre.ie,35345879138,-6.623039,53.238098,Kildare,Johnstown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Jonathan Swift,,+353(0)16057700,-6.259186343,53.34465008,Dublin,Dublin City Centre,Republic of Ireland,Public Sculpture
Jorgensen Gallery,http://www.jorgensenfineart.com/,+353(0)16619721,-6.2568924,53.3409786,Dublin,,Ireland,"Craft,Shopping,Food Shops,Art Gallery"
Joyce Country Sheepdogs,http://www.joycecountrysheepdogs.ie,3.5395E+11,-9.5719669,53.5793462,Galway,Clonbur,Ireland,Visitor Farm
Jungle City,,,-8.89378084,51.62005311,Cork,Clonakilty,Ireland,Public Sculpture
Just Cooking,http://www.justcooking.ie,3.5367E+11,-9.5886682,52.174685,Kerry,,Ireland,"Cooking,Cookery,Learning,Museums and Attraction"
Kanturk Castle,https://www.castles.nl/kanturk-castle,3.53214E+11,-8.9027299,52.164382,Cork,Banteer,Ireland,"Historic Houses and Castle,Castle"
Kaplan International College Dublin,http://www.kaplaninternational.com,+44(0)2087273532,-6.268863,53.344933,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Museums and Attraction"
Katie's Cottage,https://www.facebook.com/CladdaghArtsCentre,3.53878E+11,-9.057755211,53.26463293,Galway,Galway City,Ireland,Museums and Attraction
Keel Blue Flag Beach 2019,http://www.blueflagireland.org/,+353(0)14002202,-10.08519788,53.97456422,Dublin,,Republic of Ireland,Beach
Keel Strand,,,-10.049025,53.963727,Mayo,,Ireland,Discovery Point
Keem Bay,,,-10.195409,53.967177,Mayo,,Ireland,Discovery Point
Keem Blue Flag Beach 2019,http://www.blueflagireland.org/,+353(0)14002202,-9.990734411,53.96260574,Mayo,,Republic of Ireland,Beach
Kells Bay House And Gardens,http://www.kellsbay.ie,3.53878E+11,-10.099711,52.022807,Kerry,Kells,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Kells Blue Flag Award Beach 2019,http://www.blueflagireland.org/,+353(0)646631633,-10.11298938,52.02353443,Kerry,Kells,Republic of Ireland,Beach
Kells High Crosses,http://www.megalithicireland.com,35318358022,-6.879369,53.727585,Meath,Kells,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Kells Priory,http://visitkilkenny.ie/kells_priory,,-7.266478073,52.53809216,Kilkenny,Kells,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kelly Hood Art Studio,http://www.kellyhood.com,+353(0)872249200,-6.262229658,53.34229405,Dublin,,Ireland,"Craft,Shopping,Art Gallery"
Kenmare Heritage Centre,,3.53647E+11,-9.584642,51.880807,Kerry,Kenmare,Republic of Ireland,Museums and Attraction
Kenmare Lace and Design Centre,http://www.kenmarelace.ie,3.53647E+11,-9.5846925,51.8805844,Kerry,Kenmare,Ireland,Museums and Attraction
Kenmare River View,,,-9.9850622,51.725184,Cork,Ardgroom,Ireland,Discovery Point
Kennedy's All-Weather Pet Farm & Playgrounds,http://kennedyspetfarm.com/,3.53872E+11,-9.391947854,52.02963434,Kerry,Headford,Republic of Ireland,Visitor Farm
Kerry Bog Village Museum,http://www.kerrybogvillage.ie,3.5367E+11,-9.8819646,52.0739333,Kerry,,Ireland,Museums and Attraction
Kerry Cliffs,,,-10.380539,51.869417,Kerry,Portmagee,Ireland,Discovery Point
Kerry County Museum,http://www.kerrymuseum.ie,3.53667E+11,-9.7061565,52.2667702,Kerry,Tralee,Ireland,Museums and Attraction
Kerry Crafted Glass,http://www.irishkerryglass.com,3.53647E+11,-9.4486729,52.1163183,Kerry,,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Kerry International Dark-Sky Reserve,http://www.kerrydarksky.com,+353(0)877845688,-10.09249034,52.02430573,Kerry,,Ireland,Natural Landscape
Kerry Library,http://www.kerrylibrary.ie,+353(0)667121200,-9.698025,52.266939,Kerry,Tralee,Republic of Ireland,Literary Ireland
Kerry Woollen Mills,http://www.kerrywoollenmills.ie,3.53647E+11,-9.683246,52.101864,Kerry,Beaufort,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Kerry Writers Museum,https://www.kerrywritersmuseum.com,3536822212,-9.4862804,52.4447289,Kerry,Listowel,Ireland,Museums and Attraction
Kevinsfort House,https://www.sligotown.net/kevinsfort-house.shtml,3.53719E+11,-8.50077,54.2700093,Sligo,,Ireland,"Historic Houses and Castle,Castle"
Kia Ora Mini Farm,https://kiaoraminifarm.ie/,3.53054E+12,-6.2511283,52.6757005,Wexford,Gorey,Ireland,Visitor Farm
Kieran Hayes Photography,https://www.landscapephotographyireland.com,3.53879E+11,-8.906469,51.6166327,Cork,Clonakilty,Ireland,"Activity Operator,Learning,Museums and Attraction,Photography"
Kilbaha Gallery,http://kilbahagallery.com,3.53659E+11,-9.8748001,52.5679,Clare,Kilbaha,Ireland,"Craft,Shopping,Art Gallery"
Kilbeggan Distillery Experience,http://www.kilbeggandistillery.com,3.53579E+11,-7.5028197,53.3692952,Westmeath,Kilbeggan,Ireland,Museums and Attraction
Kilbolane Castle,https://www.duchas.ie/en/cbes/4921797/4908007/5180450?ChapterID=4921797,3.53214E+11,-8.8468668,52.3377252,Cork,,Ireland,"Historic Houses and Castle,Castle"
Kilbrittain Whale,,+353(0)862567084,-8.6917337,51.6735577,Cork,Kilbrittain,Ireland,Natural Landscape
Kilcock Art Gallery,https://kilcockartgallery.ie/,35316287619,-6.6682154,53.3998824,Kildare,,Ireland,"Craft,Shopping,Art Gallery"
Kilcooley Abbey,"http://www.megalithicireland.com/Kilcooley%20Abbey,%20Tipperary.html",,-7.5713094,52.6707686,Tipperary,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilcrea Franciscan Friary,http://monastic.ie/history/kilcrea-franciscan-friary,3.53214E+11,-8.709483,51.859982,Cork,Ovens,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kildare Town Heritage Centre,http://www.kildareheritage.com,35345530672,-6.910412,53.1569873,Kildare,,Ireland,Museums and Attraction
Kildemock Jumping Church,http://www.louthholidays.com,3.53429E+11,-6.518018,53.831371,Louth,Ardee,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilfane Church,,3.53568E+11,-7.118503,52.555069,Kilkenny,Thomastown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilfane Glen and Waterfall,http://www.kilfane.com,3.53568E+11,-7.088580841,52.55274594,Kilkenny,Thomastown,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Kilkee Blue Flag Beach 2019,http://www.blueflagireland.org/,+353(0)656821616,-9.643183134,52.68167987,Clare,Ennis,Ireland,Beach
Kilkee Cliffs,,,-9.7203737,52.655935,Clare,Kilkee,Ireland,Discovery Point
Kilkenny Castle,http://kilkennycastle.ie,3.53568E+11,-7.2492979,52.6504624,Kilkenny,,Ireland,"Historic Houses and Castle,Castle"
Kilkenny Castle Parkland,http://kilkennycastle.ie/,3.53568E+11,-7.2492979,52.6504624,Kilkenny,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Kilkenny City Library,https://www.kilkennylibrary.ie,+353(0)567794174,-7.250184,52.653473,Kilkenny,Kilkenny City,Republic of Ireland,Literary Ireland
Kilkenny Design Centre,http://www.facebook.com/KilkennyDesignCentre/,+353(0)567722118,-7.249491966,52.64982218,Kilkenny,Kilkenny City,Republic of Ireland,"Historic Houses and Castle,Castle"
Kilkenny Famine Experience,https://kilkennyfamineexperience.com,3.53568E+11,-7.244462,52.6552401,Kilkenny,,Ireland,Museums and Attraction
Kilkenny Library Local Studies,http://kilkennylibrary.ie/eng/our_services/local_studies,+353(0)567794160,-7.246596988,52.65542983,Kilkenny,Kilkenny City,Republic of Ireland,Literary Ireland
Kilkieran High Cross,http://www.megalithicireland.com/High%20Cross%20Kilkieran.htm,3.53568E+11,-7.3808278,52.39794,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Killagholehane Cemetery and Church,https://www.limerick.ie/discover/eat-see-do/history-heritage/churches-settlements/killagholehane-cemetery-and-church-ruin,35361396255,-8.979017,52.331277,Limerick,Broadford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Killaghy Castle,http://www.castlesinireland.com/castle-in-tipperary-killaghy-castle-tipperary,,-7.5144163,52.5172294,Tipperary,Mullinahone,Ireland,"Historic Houses and Castle,Castle"
Killahoey Blue Flag Beach 2019,,,-7.958974968,55.17905407,Donegal,Dunfanaghy,Republic of Ireland,Beach
Killala Quay,,,-9.2192835,54.213245,Mayo,Killala,Ireland,Discovery Point
Killaloe Cathedral and Churches,http://www.discoverloughderg.ie/killaloe-cathedral-and-churches,35361374779,-8.439113,52.806371,Clare,Killaloe,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Killarney Art Gallery,http://www.killarneyartgallery.com/,3.53873E+11,-9.5091062,52.0588637,Kerry,Killarney,Ireland,"Craft,Shopping,Art Gallery"
Killarney Art Holidays,http://www.tinareedartist.com/courses,3.53858E+11,-9.276174141,51.98775472,Kerry,Killarney,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Killarney Brewing Company,http://www.killarneybrewing.com,3.53647E+11,-9.508380026,52.05767969,Kerry,Killarney,Ireland,Museums and Attraction
Killarney National Park,http://www.killarneynationalpark.ie/,+353(0)646631440,-9.516240554,52.05299518,Kerry,Killarney,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Killarney School of English,http://www.ksoe.com,3.53647E+11,-9.4946649,52.0388705,Kerry,Killarney,Ireland,"Learning,Museums and Attraction"
Killary Fjord Blueway,https://www.facebook.com/BluewayIreland,,-9.741021913,53.59922789,Galway,Leenane,Ireland,Beach
Killary Fjord Shellfish,http://www.KillaryFjordShellfish.com,3.53876E+11,-9.8043011,53.6009459,Galway,,Ireland,Visitor Farm
Killary Harbour,,,-9.7645229,53.595759,Galway,Leenane,Ireland,Discovery Point
Killary Monastic Site,,,-6.546373,53.707926,Meath,Slane,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Killary Sheep Farm,https://killarysheepfarm.com/,3.53873E+11,-9.7932111,53.5957229,Galway,,Ireland,Visitor Farm
Killenure Castle,https://killenure.com/killenure-castle,3536271498,-7.9984811,52.5464864,Tipperary,Dundrum,Ireland,"Historic Houses and Castle,Castle"
Killeshin Romanesque Doorway,,3.53599E+11,-6.997807671,52.84793949,Carlow,Killeshin,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Killimer Port (Killimer to Tarbert Ferry),,,-9.381255,52.614962,Clare,Killimer,Ireland,Discovery Point
Killiney Beach,http://www.blueflagireland.org/,+353(0)12845066,-6.134911211,53.29384917,Dublin,Killiney,Republic of Ireland,Beach
Killiney Hill,http://www.dlrcoco.ie/parks/killiney.html,+353(0)12047275,-6.107273729,53.2703464,Dublin,Killiney,Ireland,Natural Landscape
Killinkere Visitor Farm,http://www.killinkerevisitorfarm.ie,3.53873E+11,-7.062339,53.909817,Cavan,Virginia,Ireland,Visitor Farm
Killoughternane,,,-6.824711153,52.66285596,Carlow,Bagenalstown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Killruddery House,http://www.killruddery.com,35312863405,-6.102345069,53.1848871,Wicklow,Bray,Ireland,"Historic Houses and Castle,Castle"
Killruddery House Gardens,https://killruddery.com/,35312863405,-6.102304,53.184963,Wicklow,Bray,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Killybegs Maritime & Heritage Centre,http://www.visitkillybegs.com,3.5375E+11,-8.446613,54.635431,Donegal,Killybegs,Republic of Ireland,Museums and Attraction
Kilmacduagh Cathedral Churches And Round Tower,http://monastic.ie/history/kilmacduagh,,-8.885541,53.055518,Galway,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilmainham Gaol,http://kilmainhamgaolmuseum.ie/,+353(0)14535984,-6.30978111,53.34188988,Dublin,Kilmainham,Republic of Ireland,Museums and Attraction
Kilmakilloge,,,-9.8209137,51.783048,Kerry,Kenmare,Ireland,Discovery Point
Kilmalkedar Church,https://dingle-peninsula.ie/component/zoo/item/kilmalkedar-church.html,,-10.338878,52.185292,Kerry,Ballydavid,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
"Kilmallock Churches, Castle and Town Gate",http://visitballyhoura.com,35361317522,-8.571376,52.398185,Limerick,,Ireland,"Historic Houses and Castle,Castle"
Kilmallock Medieval Tours,http://visitballyhoura.com/kilmallock-medieval-tours-by-trevor-mccarthy,3.53874E+11,-8.5766,52.4014,Limerick,Kilmallock,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Kilmallock Museum,http://www.limerick.ie/kilmallock-museum-historic-town-trail,3536391300,-8.576327,52.401607,Limerick,Kilmallock,Republic of Ireland,Museums and Attraction
Kilmichael Strand,,,-6.141523234,52.73541348,Wexford,Castletown,Republic of Ireland,Beach
Kilmokea Country Manor Gardens,https://www.kilmokea.com/kilmokea-country-manor-gardens,35351388109,-6.9929536,52.2959442,Wexford,Campile,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Kilmurry Nursery and Garden,http://www.kilmurrynursery.com/,3.53539E+11,-6.241779,52.690274,Wexford,Gorey,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Kilmurvey Beach,http://www.antaisce.org,+353(0)14002202,-9.764791915,53.12764041,Galway,,Republic of Ireland,Beach
Kilnaboy Medieval Church and Round Tower,,3.53657E+11,-9.079651,52.972126,Clare,Ennis,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kil'n Time,http://www.kilntime.ie,3.53749E+11,-7.73263355,54.94734556,Donegal,Letterkenny,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Kilpatrick Beach,,,-6.151020144,52.72790513,Wexford,Castletown,Republic of Ireland,Beach
Kilree High Cross,http://www.megalithicireland.com/High%20Cross%20Kilree.htm,,-7.269554,52.5181956,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilrush Heritage Centre,http://www.kilrush.ie,3.53659E+11,-9.484305,52.637931,Clare,Kilrush,Republic of Ireland,Museums and Attraction
Kilrush Marina,,,-9.494621,52.635041,Clare,Kilrush,Ireland,Embarkation Point
Kiltartan Gregory Museum,https://www.facebook.com/kiltartangregorymuseum,35391632346,-8.815409,53.099346,Galway,Gort,Republic of Ireland,Museums and Attraction
Kilteel Castle,http://www.megalithicireland.com/Kilteel%20Castle.html,35345521240,-6.5274876,53.2326787,Kildare,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Kiltrea Bridge Pottery,https://www.facebook.com/KiltreaBridgePottery,3.53539E+11,-6.64402,52.51035,Wexford,Enniscorthy,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Kiltyclogher Heritage Centre and Se?n MacDiarmada?s Cottage,http://kiltyclogherheritagecentre.com,3.5372E+11,-8.0379025,54.3562595,Leitrim,Kiltyclogher,Ireland,Museums and Attraction
